"","Year","Title","IMDb","RottenTomatoes","Netflix","Hulu","PrimeVideo","DisneyPlus","Service"
"1974",2017,"Carbone",6.5,52,1,0,0,0,"Netflix"
"1975",2020,"Love Wedding Repeat",5.5,52,1,0,0,0,"Netflix"
"1976",2011,"Tom Papa: Live in New York City",7.2,52,1,0,1,0,"Prime Video, Netflix"
"1977",2016,"The Drowning",4.4,52,1,0,0,0,"Netflix"
"1978",2019,"Sturgill Simpson Presents Sound & Fury",6.4,52,1,0,0,0,"Netflix"
"1979",1981,"Zoot Suit",6.8,52,1,0,0,0,"Netflix"
"1980",2019,"Out Of The Clear Blue Sky",6.4,52,1,0,0,0,"Netflix"
"1981",2017,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",7.3,52,1,0,0,0,"Netflix"
"1982",2016,"Rampage: President Down",4.8,52,1,0,0,0,"Netflix"
"1983",2021,"Arlo the Alligator Boy",6.7,52,1,0,0,0,"Netflix"
"1984",2018,"Eerie",4.7,52,1,0,0,0,"Netflix"
"1985",2017,"Woody Woodpecker",4.1,52,1,0,0,0,"Netflix"
"1986",2016,"Clair Obscur",6.5,52,1,0,0,0,"Netflix"
"1987",2018,"Cities of Last Things",6.2,52,1,0,0,0,"Netflix"
"1988",2020,"Vir Das: For India",7.8,52,1,0,0,0,"Netflix"
"1989",2021,"Ride or Die",5.4,52,1,0,0,0,"Netflix"
"1990",2016,"Fitoor",5.4,52,1,0,0,0,"Netflix"
"1991",2018,"The Con Is On",4,52,1,0,0,0,"Netflix"
"1992",2016,"I'll Sleep When I'm Dead",6.6,52,1,0,0,0,"Netflix"
"1993",2021,"Super Me",5.9,52,1,0,0,0,"Netflix"
"1994",2018,"How to Be Really Bad",6.3,52,1,0,0,0,"Netflix"
"1995",1979,"Alexandria… Why?",7.4,52,1,0,0,0,"Netflix"
"1996",2015,"Kara Bela",6.8,52,1,0,0,0,"Netflix"
"1997",2019,"The Zoya Factor",4.2,52,1,0,0,0,"Netflix"
"1998",2017,"Generation Iron 2",6.1,52,1,0,0,0,"Netflix"
"1999",2019,"Panipat",5.3,52,1,0,0,0,"Netflix"
"2000",2015,"Abzurdah",5.4,52,1,0,0,0,"Netflix"
"2001",2020,"A New York Christmas Wedding",5.4,52,1,0,0,0,"Netflix"
"2002",2012,"Mosquita y Mari",6.3,52,1,1,0,0,"Hulu, Netflix"
"2003",2016,"The Beginning of Life",7.6,52,1,0,0,0,"Netflix"
"2004",2016,"We Need to Talk",5.8,52,1,0,0,0,"Netflix"
"2005",2014,"Pizza",6.2,52,1,0,0,0,"Netflix"
"2006",2006,"She Made Me a Criminal",6.5,52,1,0,0,0,"Netflix"
"2007",2020,"The Unknown Saint",6.4,52,1,0,0,0,"Netflix"
"2008",2017,"Pottersville",5.4,52,1,0,0,0,"Netflix"
"2009",2016,"Barcelona: A Love Untold",6.9,52,1,0,0,0,"Netflix"
"2010",2015,"Just The Way You Are",6.5,52,1,0,0,0,"Netflix"
"2011",2017,"Mostly Sunny",5.4,52,1,0,0,0,"Netflix"
"2012",2012,"Ek Main Aur Ekk Tu",5.7,52,1,0,0,0,"Netflix"
"2013",2016,"Toro",5.9,52,1,0,0,0,"Netflix"
"2014",2018,"Russell Brand: Re:Birth",6.6,52,1,0,0,0,"Netflix"
"2015",2021,"Creating an Army of the Dead",NA,52,1,0,0,0,"Netflix"
"2016",2017,"The Maus",4.7,52,1,0,0,0,"Netflix"
"2017",2021,"Just Say Yes",4.5,52,1,0,0,0,"Netflix"
"2018",2017,"Christmas Wedding Planner",4.4,52,1,0,0,0,"Netflix"
"2019",2020,"The Strange House",5.4,52,1,0,0,0,"Netflix"
"2020",2017,"Temple",3.6,52,1,0,0,0,"Netflix"
"2021",2018,"MILF",4.7,52,1,0,0,0,"Netflix"
"2022",2018,"When Angels Sleep",5.5,52,1,0,0,0,"Netflix"
"2023",2020,"The 2nd",3.8,52,1,0,0,0,"Netflix"
"2024",2020,"Welcome to Sudden Death",4.2,52,1,0,0,0,"Netflix"
"2025",2009,"Kurbaan",5.7,52,1,0,0,0,"Netflix"
"2026",2020,"Fortune Feimster: Sweet & Salty",6.9,52,1,0,0,0,"Netflix"
"2027",2017,"Tracy Morgan: Staying Alive",6.2,52,1,0,0,0,"Netflix"
"2028",1987,"Sam Kinison: Breaking the Rules",7.3,52,1,0,0,0,"Netflix"
"2029",2005,"Zaki Chan",6.6,52,1,0,0,0,"Netflix"
"2030",2020,"Sky High",5.6,51,1,0,0,1,"Disney Plus, Netflix"
"2031",2018,"Gad Elmaleh: American Dream",7.2,51,1,0,0,0,"Netflix"
"2032",2017,"Love Beats Rhymes",5.5,51,1,0,0,0,"Netflix"
"2033",1995,"Ram Jaane",5.4,51,1,0,0,0,"Netflix"
"2034",2021,"Wish You",6.5,51,1,0,0,0,"Netflix"
"2035",2020,"A Life of Speed: The Juan Manuel Fangio Story",6.8,51,1,0,0,0,"Netflix"
"2036",2019,"Antoine Griezmann: The Making of a Legend",6.5,51,1,0,0,0,"Netflix"
"2037",2016,"Strange Weather",6,51,1,0,0,0,"Netflix"
"2038",2017,"Pa Paandi",7.5,51,1,0,0,0,"Netflix"
"2039",2018,"Darc",5.8,51,1,0,0,0,"Netflix"
"2040",2019,"Mehandi Circus",7.4,51,1,0,0,0,"Netflix"
"2041",2018,"Goyo: The Boy General",6.6,51,1,0,0,0,"Netflix"
"2042",2017,"Escape from Mr. Lemoncello's Library",5.4,51,1,0,0,0,"Netflix"
"2043",2019,"A Love Song for Latasha",6.8,51,1,0,0,0,"Netflix"
"2044",2017,"Samantaral",7.6,51,1,0,0,0,"Netflix"
"2045",2015,"Riot",5.2,51,1,0,0,0,"Netflix"
"2046",2020,"Jungle Beat: The Movie",5.6,51,1,0,0,0,"Netflix"
"2047",2015,"Honeytrap",5.9,51,1,0,0,0,"Netflix"
"2048",2016,"O Vendedor de Sonhos",5.8,51,1,0,0,0,"Netflix"
"2049",1998,"Duplicate",5.6,51,1,0,0,0,"Netflix"
"2050",2020,"What We Wanted",5.8,51,1,0,0,0,"Netflix"
"2051",2017,"Jim Norton: Mouthful of Shame",6.8,51,1,0,0,0,"Netflix"
"2052",2020,"Michael McIntyre: Showman",7.2,51,1,0,0,0,"Netflix"
"2053",2011,"No Other Woman",6.3,51,1,0,0,0,"Netflix"
"2054",2018,"River's Edge",6.1,51,1,0,0,0,"Netflix"
"2055",2017,"Love and Shukla",7.4,51,1,0,0,0,"Netflix"
"2056",2015,"Ali Baba and the 7 Dwarfs",5.7,51,1,0,0,0,"Netflix"
"2057",2019,"Merata: How Mum Decolonised the Screen",7,51,1,0,0,0,"Netflix"
"2058",2010,"I Hate Luv Storys",5.6,51,1,0,0,0,"Netflix"
"2059",1972,"FTA",6.5,51,1,0,0,0,"Netflix"
"2060",2019,"Let's Dance",6,51,1,0,0,0,"Netflix"
"2061",2012,"Tere Naal Love Ho Gaya",5.8,51,1,0,0,0,"Netflix"
"2062",2020,"Lady Driver",5.9,51,1,0,0,0,"Netflix"
"2063",2020,"Sarah Cooper: Everything's Fine",5.6,51,1,0,0,0,"Netflix"
"2064",2019,"League of Legends Origins",6.5,51,1,0,0,0,"Netflix"
"2065",2019,"The Creative Brain",6.3,51,1,0,0,0,"Netflix"
"2066",2019,"Jacob's Ladder",3.5,51,1,0,0,0,"Netflix"
"2067",2018,"Free Rein: The Twelve Neighs of Christmas",6.5,51,1,0,0,0,"Netflix"
"2068",2018,"Love for Sale",7.4,51,1,0,0,0,"Netflix"
"2069",2021,"Hate by Dani Rovira",6.7,51,1,0,0,0,"Netflix"
"2070",2015,"The Heaven None Missed",7.8,51,1,0,0,0,"Netflix"
"2071",2012,"An American Girl: McKenna Shoots for the Stars",5.9,51,1,0,0,0,"Netflix"
"2072",2020,"Guest House",4.4,51,1,0,0,0,"Netflix"
"2073",2021,"Squared Love",5,51,1,0,0,0,"Netflix"
"2074",2018,"The Milk System",7.1,51,1,0,0,0,"Netflix"
"2075",2018,"Tottaa Pataaka Item Maal",7.5,51,1,0,0,0,"Netflix"
"2076",2010,"Whitney Cummings: Money Shot",6.2,51,1,0,1,0,"Prime Video, Netflix"
"2077",2000,"Battlefield Earth",2.5,51,1,0,0,0,"Netflix"
"2078",2019,"Alice Júnior",7,51,1,0,0,0,"Netflix"
"2079",2021,"Private Network: Who Killed Manuel Buendia",6.8,51,1,0,0,0,"Netflix"
"2080",2017,"Milada",6.3,51,1,0,0,0,"Netflix"
"2081",2020,"Kilometers and Kilometers",6.4,51,1,0,0,0,"Netflix"
"2082",2020,"Tom Papa: You're Doing Great!",7.2,51,1,0,0,0,"Netflix"
"2083",2015,"Prem Ratan Dhan Payo",4.4,51,1,0,0,0,"Netflix"
"2084",2020,"Black Beach",5.5,51,1,0,0,0,"Netflix"
"2085",2017,"Judwaa 2",3.6,51,1,0,0,0,"Netflix"
"2086",2020,"Roped",5.4,51,1,0,0,0,"Netflix"
"2087",2018,"Yol Arkadaşım 2",5.8,51,1,0,0,0,"Netflix"
"2088",2019,"Ray Romano: Right Here, Around the Corner",7.2,51,1,0,0,0,"Netflix"
"2089",2019,"M8 - When Death Rescues Life",7,51,1,0,0,0,"Netflix"
"2090",2016,"Selfie 69",6.2,51,1,0,0,0,"Netflix"
"2091",2021,"Brian Regan: On the Rocks",6.9,51,1,0,0,0,"Netflix"
"2092",2016,"Hulk: Where Monsters Dwell",5.4,51,1,0,0,0,"Netflix"
"2093",2019,"Arctic Dogs",4.7,51,1,0,0,0,"Netflix"
"2094",1954,"The Blazing Sun",7.4,51,1,0,1,0,"Prime Video, Netflix"
"2095",2021,"7 Yards: The Chris Norton Story",8.9,51,1,0,0,0,"Netflix"
"2096",2018,"Shonar Pahar",8.1,51,1,0,0,0,"Netflix"
"2097",2012,"Material",7.3,51,1,0,0,0,"Netflix"
"2098",2020,"Masameer: The Movie",6,51,1,0,0,0,"Netflix"
"2099",2020,"DNA",5.9,51,1,0,0,0,"Netflix"
"2100",2017,"Desire",3.9,51,1,0,0,0,"Netflix"
"2101",2017,"The Lost Brother",6.5,51,1,0,0,0,"Netflix"
"2102",2019,"This Earth of Mankind",6.6,51,1,0,0,0,"Netflix"
"2103",2019,"Cuddle Weather",6.1,51,1,0,0,0,"Netflix"
"2104",2015,"Husband Factor: Resurrection",5.7,51,1,0,0,0,"Netflix"
"2105",2014,"Born in Gaza",7.5,51,1,0,0,0,"Netflix"
"2106",2003,"Chameli",7,51,1,0,0,0,"Netflix"
"2107",2017,"The Stolen",5.3,51,1,0,0,0,"Netflix"
"2108",2020,"Love Aaj Kal",4.7,51,1,0,0,0,"Netflix"
"2109",2006,"Pyaar Ke Side Effects",6.7,51,1,0,0,0,"Netflix"
"2110",2015,"Eddie: Strongman",7.4,51,1,0,0,0,"Netflix"
"2111",2020,"Sam Jay: 3 in the Morning",6.5,51,1,0,0,0,"Netflix"
"2112",2012,"What About Dick?",7.5,51,1,0,0,0,"Netflix"
"2113",2005,"Main, Meri Patni Aur Woh",7.2,51,1,0,0,0,"Netflix"
"2114",2021,"Audible",5.3,51,1,0,0,0,"Netflix"
"2115",2021,"Bartkowiak",5.6,51,1,0,0,0,"Netflix"
"2116",2006,"Tarek's Situation",6.9,51,1,0,0,0,"Netflix"
"2117",2007,"My Führer",5.5,51,1,0,0,0,"Netflix"
"2118",2017,"Gnome Alone",5.6,51,1,0,0,0,"Netflix"
"2119",2014,"Bride for Rent",6.5,51,1,0,0,0,"Netflix"
"2120",2018,"The Holiday Calendar",5.7,51,1,0,0,0,"Netflix"
"2121",2019,"A Kid from Coney Island",7.1,51,1,0,0,0,"Netflix"
"2122",2018,"Aruna & Her Palate",7.3,51,1,0,0,0,"Netflix"
"2123",2018,"Sabrina",4.2,51,1,1,0,0,"Hulu, Netflix"
"2124",2015,"Operações Especiais",6.4,51,1,0,0,0,"Netflix"
"2125",2020,"The Main Event",4.8,51,1,0,0,0,"Netflix"
"2126",2019,"Once Again",7,51,1,0,0,0,"Netflix"
"2127",2019,"Ken Jeong: You Complete Me, Ho",5.7,51,1,0,0,0,"Netflix"
"2128",2007,"Old Thieves: The Legend of Artegio",8.1,51,1,0,0,0,"Netflix"
"2129",2020,"Chaman Bahar",7,51,1,0,0,0,"Netflix"
"2130",2009,"Delhi-6",6.1,51,1,0,0,0,"Netflix"
"2131",2019,"ReMastered: The Miami Showband Massacre",7,51,1,0,0,0,"Netflix"
"2132",2014,"Consequences",6.6,51,1,0,0,0,"Netflix"
"2133",2015,"You're My Boss",6.3,51,1,0,0,0,"Netflix"
"2134",2017,"Sen Kiminle Dans Ediyorsun?",5.7,51,1,0,0,0,"Netflix"
"2135",2019,"Miss Virginia",7,51,1,0,0,0,"Netflix"
"2136",2018,"Kevin James: Never Don't Give Up",6.1,51,1,0,0,0,"Netflix"
"2137",2020,"Coffee & Kareem",5.1,51,1,0,0,0,"Netflix"
"2138",2019,"Only Mine",4.7,51,1,0,0,0,"Netflix"
"2139",2016,"Lens",6.7,51,1,0,0,0,"Netflix"
"2140",2015,"Back to the 90s",6.5,50,1,0,0,0,"Netflix"
"2141",2017,"Tiffany Haddish: She Ready! From the Hood to Hollywood!",6.7,50,1,0,0,0,"Netflix"
"2142",2019,"Pets United",3.8,50,1,0,0,0,"Netflix"
"2143",2017,"DeRay Davis: How to Act Black",6.2,50,1,0,0,0,"Netflix"
"2144",2016,"The C Word",7.6,50,1,0,0,0,"Netflix"
"2145",2018,"John & Yoko: Above Us Only Sky",7.4,50,1,0,0,0,"Netflix"
"2146",2019,"ReMastered: Massacre at the Stadium",7.3,50,1,0,0,0,"Netflix"
"2147",2016,"Fate/Grand Order: First Order",5.7,50,1,0,0,0,"Netflix"
"2148",2021,"Headspace: Unwind Your Mind",7.6,50,1,0,0,0,"Netflix"
"2149",2019,"Free Rein: Valentine's Day",8,50,1,0,0,0,"Netflix"
"2150",2011,"Toll Booth",6.5,50,1,0,0,0,"Netflix"
"2151",2010,"I Will Follow",6,50,1,0,0,0,"Netflix"
"2152",2012,"The Mistress",6.3,50,1,0,0,0,"Netflix"
"2153",2021,"Double Dad",5.6,50,1,0,0,0,"Netflix"
"2154",2017,"Expedition Happiness",5.9,50,1,0,0,0,"Netflix"
"2155",2008,"Golmaal Returns",5.1,50,1,0,0,0,"Netflix"
"2156",2010,"Well Done Abba",7.3,50,1,0,0,0,"Netflix"
"2157",2017,"Running Shaadi",6.6,50,1,0,0,0,"Netflix"
"2158",2018,"Hedefim Sensin",6.2,50,1,0,0,0,"Netflix"
"2159",2016,"The Unmarried Wife",6,50,1,0,0,0,"Netflix"
"2160",2021,"Trippin’ with the Kandasamys",5.1,50,1,0,0,0,"Netflix"
"2161",2017,"Deuces",5.9,50,1,0,0,0,"Netflix"
"2162",1996,"Chaahat",5.5,50,1,0,0,0,"Netflix"
"2163",2019,"Brené Brown: The Call to Courage",7.6,50,1,0,0,0,"Netflix"
"2164",2017,"Ryan Hamilton: Happy Face",7.3,50,1,0,0,0,"Netflix"
"2165",2012,"Luv Shuv Tey Chicken Khurana",6.6,50,1,0,0,0,"Netflix"
"2166",2020,"The Bridge Curse",5.3,50,1,0,0,0,"Netflix"
"2167",2018,"My Teacher, My Obsession",4.4,50,1,0,0,0,"Netflix"
"2168",2016,"1000 Rupee Note",7.3,50,1,0,0,0,"Netflix"
"2169",2018,"Break",5.9,50,1,0,1,0,"Prime Video, Netflix"
"2170",2021,"Deadly Illusions",3.7,50,1,0,0,0,"Netflix"
"2171",2018,"For the Birds",6.7,50,1,0,1,1,"Disney Plus, Prime Video, Netflix"
"2172",1984,"Duniya",6.9,50,1,0,0,0,"Netflix"
"2173",2020,"Door Ke Darshan",6.2,50,1,0,1,0,"Prime Video, Netflix"
"2174",2018,"Jaoon Kahan Bata Ae Dil",5.9,50,1,0,0,0,"Netflix"
"2175",2017,"Laerte-se",6.9,50,1,0,0,0,"Netflix"
"2176",2018,"Nathicharami",7.2,50,1,0,0,0,"Netflix"
"2177",2020,"Michelle Buteau: Welcome to Buteaupia",7.1,50,1,0,0,0,"Netflix"
"2178",2019,"The Ronda Rousey Story: Through My Father's Eyes",6.2,50,1,0,0,0,"Netflix"
"2179",2015,"Frank and Cindy",6.1,50,1,0,0,0,"Netflix"
"2180",2010,"My Amnesia Girl",6.8,50,1,0,0,0,"Netflix"
"2181",2015,"Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine)",6.8,50,1,0,0,0,"Netflix"
"2182",2017,"The Killer",6.1,50,1,0,0,0,"Netflix"
"2183",2018,"Marlon Wayans: Woke-ish",6.5,50,1,0,0,0,"Netflix"
"2184",2016,"We Are Family",6.2,50,1,0,0,0,"Netflix"
"2185",2017,"Love.com",5.8,50,1,0,0,0,"Netflix"
"2186",2019,"Drive",3.5,50,1,0,0,0,"Netflix"
"2187",2019,"Saaho",5.2,50,1,0,0,0,"Netflix"
"2188",2016,"Rebirth",5,50,1,0,0,0,"Netflix"
"2189",2018,"All I Wish",5.2,50,1,0,0,0,"Netflix"
"2190",2009,"Talentime",6.9,50,1,0,0,0,"Netflix"
"2191",2004,"The Twins Effect II",4.9,50,1,0,0,0,"Netflix"
"2192",2005,"Kaal",4.6,50,1,0,0,0,"Netflix"
"2193",2013,"Birth Reborn",8,50,1,0,0,0,"Netflix"
"2194",2020,"Angela's Christmas Wish",7.1,50,1,0,0,0,"Netflix"
"2195",2012,"Heroine",5.1,50,1,0,0,0,"Netflix"
"2196",2016,"Tini: The New Life of Violetta",5.5,50,1,0,0,0,"Netflix"
"2197",2018,"Cycle",8.2,50,1,0,0,0,"Netflix"
"2198",2020,"Seriously Single",4.4,50,1,0,0,0,"Netflix"
"2199",2009,"And Then Came Lola",4,50,1,0,0,0,"Netflix"
"2200",2017,"Killing Hasselhoff",4.5,50,1,0,0,0,"Netflix"
"2201",2018,"Air Strike",3.2,50,1,0,0,0,"Netflix"
"2202",2017,"The Mansion",4.6,50,1,0,0,0,"Netflix"
"2203",1994,"Children of God",6.3,50,1,0,1,0,"Prime Video, Netflix"
"2204",2021,"The Tambour of Retribution",7.3,50,1,0,0,0,"Netflix"
"2205",2012,"Ferrari Ki Sawaari",6.4,50,1,0,0,0,"Netflix"
"2206",2017,"Doob",6.2,50,1,0,0,0,"Netflix"
"2207",2018,"Exes Baggage",6.7,50,1,0,0,0,"Netflix"
"2208",2018,"God Bless the Broken Road",5.6,50,1,0,0,0,"Netflix"
"2209",2018,"Leal",6,50,1,0,0,0,"Netflix"
"2210",2002,"Awara Paagal Deewana",6.2,50,1,0,0,0,"Netflix"
"2211",2017,"Brian Regan: Nunchucks and Flamethrowers",6.3,50,1,0,0,0,"Netflix"
"2212",2020,"Cops and Robbers",6.9,50,1,0,0,0,"Netflix"
"2213",2020,"Sitting in Limbo",7.5,50,1,0,0,0,"Netflix"
"2214",2013,"The Meaning of Monty Python",7.7,50,1,0,0,0,"Netflix"
"2215",2012,"ATM",7.1,50,1,0,0,0,"Netflix"
"2216",2020,"Asphalt Burning",5.1,50,1,0,0,0,"Netflix"
"2217",2016,"Rainbow Time",5.9,50,1,0,0,0,"Netflix"
"2218",2020,"Friendsgiving",4.3,50,1,0,0,0,"Netflix"
"2219",2017,"Christina P: Mother Inferior",6.3,50,1,0,0,0,"Netflix"
"2220",2019,"Sarvam Thaala Mayam",7.5,50,1,0,0,0,"Netflix"
"2221",2017,"Rory Scovel Tries Stand-Up for the First Time",6.7,50,1,0,0,0,"Netflix"
"2222",2019,"Salam - The First ****** Nobel Laureate",7.9,50,1,0,0,0,"Netflix"
"2223",2018,"Aiyaary",5.3,50,1,0,0,0,"Netflix"
"2224",2017,"Clive Davis: The Soundtrack of Our Lives",7.5,50,1,0,0,0,"Netflix"
"2225",2017,"Posesif",7.3,50,1,0,0,0,"Netflix"
"2226",2015,"Puerto Ricans in Paris",5.3,50,1,0,0,0,"Netflix"
"2227",1992,"Chamatkar",6.6,50,1,0,0,0,"Netflix"
"2228",2021,"Poeslief: een ode aan de kat",5.1,50,1,0,0,0,"Netflix"
"2229",2019,"Brave Blue World: Racing to Solve Our Water Crisis",6.7,50,1,0,0,0,"Netflix"
"2230",2005,"Apaharan",7.4,50,1,0,0,0,"Netflix"
"2231",2015,"Off Course",5.8,50,1,0,0,0,"Netflix"
"2232",2019,"Oh, Ramona!",4.9,50,1,0,0,0,"Netflix"
"2233",2020,"Tragic Jungle",5.6,50,1,0,0,0,"Netflix"
"2234",2020,"The Beast",5.2,50,1,0,0,0,"Netflix"
"2235",2019,"House Arrest",5.5,50,1,0,1,0,"Prime Video, Netflix"
"2236",2016,"Jeremiah Tower: The Last Magnificent",6.5,50,1,0,0,0,"Netflix"
"2237",2019,"Wandering Stars",7.1,50,1,0,0,0,"Netflix"
"2238",2011,"23:59",4.6,50,1,0,0,0,"Netflix"
"2239",2020,"Intuition",5.4,50,1,0,0,0,"Netflix"
"2240",2019,"Kevin Hart's Guide to Black History",5.5,50,1,0,0,0,"Netflix"
"2241",2015,"Spanish Affair 2",5.4,50,1,0,0,0,"Netflix"
"2242",2020,"The Stand at Paxton County",6.4,50,1,0,0,0,"Netflix"
"2243",2011,"SuckSeed",7.4,50,1,0,0,0,"Netflix"
"2244",2019,"Back of the Net",5.2,50,1,0,1,0,"Prime Video, Netflix"
"2245",2018,"My Perfect Romance",4.7,50,1,0,0,0,"Netflix"
"2246",2017,"Jen Kirkman: Just Keep Livin'?",6.7,50,1,0,0,0,"Netflix"
"2247",2018,"Paradise Lost",7.1,50,1,0,1,0,"Prime Video, Netflix"
"2248",2019,"Cemara's Family",7.8,50,1,0,0,0,"Netflix"
"2249",2011,"Headwinds",6.4,50,1,0,0,0,"Netflix"
"2250",2018,"Tales from the Hood 2",4.4,50,1,0,0,0,"Netflix"
"2251",1988,"Painted Faces",7.2,50,1,0,0,0,"Netflix"
"2252",2019,"Despite Everything",5.4,50,1,0,0,0,"Netflix"
"2253",2018,"Aapla Manus",7.1,50,1,0,0,0,"Netflix"
"2254",2019,"Isa Pa, with Feelings",7.8,50,1,0,0,0,"Netflix"
"2255",2010,"Romantik Komedi",5.3,50,1,0,0,0,"Netflix"
"2256",2016,"The Doll",5.2,50,1,0,0,0,"Netflix"
"2257",2016,"Beauties of the Night",7.3,50,1,0,0,0,"Netflix"
"2258",2021,"Roohi",4.3,50,1,0,0,0,"Netflix"
"2259",2019,"Grand-Daddy Day Care",4.9,50,1,0,0,0,"Netflix"
"2260",2020,"Born to Play",6.3,49,1,1,0,0,"Hulu, Netflix"
"2261",2018,"Elliot: The Littlest Reindeer",5.1,49,1,0,0,0,"Netflix"
"2262",2018,"Your Son",6.1,49,1,0,0,0,"Netflix"
"2263",2021,"Family Seductions",4.6,49,1,0,0,0,"Netflix"
"2264",2016,"Sila Samayangalil",7.2,49,1,0,0,0,"Netflix"
"2265",2017,"The B-Side: Elsa Dorfman's Portrait Photography",6.7,49,1,0,0,0,"Netflix"
"2266",2017,"S.M.A.R.T. Chase",4.6,49,1,0,0,0,"Netflix"
"2267",2003,"Ishq Vishk",6,49,1,0,0,0,"Netflix"
"2268",2018,"Fred Armisen: Standup for Drummers",5.8,49,1,0,0,0,"Netflix"
"2269",2020,"Milkwater",4.9,49,1,0,0,0,"Netflix"
"2270",2018,"Solo",5,49,1,0,0,0,"Netflix"
"2271",2019,"Deadly Switch",4.5,49,1,0,0,0,"Netflix"
"2272",2017,"London Heist",5.2,49,1,0,0,0,"Netflix"
"2273",2019,"Uriyadi 2",7.2,49,1,0,0,0,"Netflix"
"2274",2016,"My Stupid Boss",7.2,49,1,0,0,0,"Netflix"
"2275",2013,"Saheb Biwi Aur Gangster Returns",6.8,49,1,0,0,0,"Netflix"
"2276",2021,"Layla Majnun",6.4,49,1,0,0,0,"Netflix"
"2277",1990,"Unspeakable Acts",6.2,49,1,0,0,0,"Netflix"
"2278",2016,"Zindagi Kitni Haseen Hay",6,49,1,0,0,0,"Netflix"
"2279",2014,"Raja Natwarlal",6.1,49,1,0,0,0,"Netflix"
"2280",2019,"The Trap",4.3,49,1,0,0,0,"Netflix"
"2281",2017,"Dead Again in Tombstone",4.4,49,1,0,0,0,"Netflix"
"2282",2021,"Amy Tan: Unintended Memoir",7.4,49,1,0,0,0,"Netflix"
"2283",1991,"Bill Hicks: One Night Stand",8.2,49,1,0,0,0,"Netflix"
"2284",1994,"The Emigrant",6.6,49,1,0,0,0,"Netflix"
"2285",2020,"Picture a Scientist",7.7,49,1,0,0,0,"Netflix"
"2286",2016,"Devil's Mistress",5.8,49,1,0,0,0,"Netflix"
"2287",2006,"Life's Speed Bump",6.6,49,1,0,0,0,"Netflix"
"2288",2017,"Manje Bistre",6.6,49,1,0,0,0,"Netflix"
"2289",2017,"Kartini: Princess of Java",7.7,49,1,0,0,0,"Netflix"
"2290",2019,"Thackeray",5.2,49,1,0,0,0,"Netflix"
"2291",2018,"Hurricane Bianca: From Russia with Hate",4.8,49,1,0,0,0,"Netflix"
"2292",2008,"Kismat Konnection",5.2,49,1,0,0,0,"Netflix"
"2293",2019,"Iron Fists and Kung Fu Kicks",6.6,49,1,0,0,0,"Netflix"
"2294",2019,"Lorena, Light-footed Woman",7,49,1,0,0,0,"Netflix"
"2295",2021,"African America",NA,49,1,0,0,0,"Netflix"
"2296",2018,"Christmas Catch",5.4,49,1,0,0,0,"Netflix"
"2297",2015,"Brent Morin: I'm Brent Morin",6.6,49,1,0,0,0,"Netflix"
"2298",2019,"Dead Kids",5.5,49,1,0,0,0,"Netflix"
"2299",2017,"Bygones Be Bygones",6.2,49,1,0,0,0,"Netflix"
"2300",2014,"The Royal Bengal Tiger",6.9,49,1,0,0,0,"Netflix"
"2301",2017,"Puss in Book: Trapped in an Epic Tale",5.3,49,1,0,0,0,"Netflix"
"2302",2016,"The Next Skin",6.2,49,1,0,0,0,"Netflix"
"2303",2021,"Strip Down, Rise Up",5.2,49,1,0,0,0,"Netflix"
"2304",2020,"Shawn Mendes: In Wonder",6.6,49,1,0,0,0,"Netflix"
"2305",2017,"Lowriders",5.7,49,1,0,0,0,"Netflix"
"2306",2013,"Satyagraha",5.9,49,1,0,0,0,"Netflix"
"2307",2019,"The Brave",5.1,49,1,0,0,0,"Netflix"
"2308",2019,"In Family I Trust",6.2,49,1,0,0,0,"Netflix"
"2309",2011,"The Great Magician",5.9,49,1,0,0,0,"Netflix"
"2310",2017,"Maz Jobrani: Immigrant",6.7,49,1,0,0,0,"Netflix"
"2311",2011,"A Beautiful Life",6.7,49,1,0,0,0,"Netflix"
"2312",2015,"Lang Tong",4.9,49,1,0,0,0,"Netflix"
"2313",2013,"Gori Tere Pyaar Mein",4.9,49,1,0,0,0,"Netflix"
"2314",2019,"Nikki Glaser: Bangin'",6,49,1,0,0,0,"Netflix"
"2315",2016,"Growing Up Wild",7.2,49,1,0,0,0,"Netflix"
"2316",2021,"What Would Sophia Loren Do?",6.6,49,1,0,0,0,"Netflix"
"2317",2015,"Wedding Association 2: Circumcision",6.3,49,1,0,0,0,"Netflix"
"2318",2013,"Bhaji in Problem",7.2,49,1,0,0,0,"Netflix"
"2319",2018,"What Did I Mess",7.2,49,1,0,0,0,"Netflix"
"2320",2016,"The Journey Is the Destination",6.3,49,1,0,0,0,"Netflix"
"2321",2016,"Sister In Law",5,49,1,0,0,0,"Netflix"
"2322",2021,"Ahaan",7.1,49,1,0,0,0,"Netflix"
"2323",2019,"Dolly Kitty and Those Twinkling Stars",5.3,49,1,0,0,0,"Netflix"
"2324",2018,"Brij Mohan Amar Rahe!",6.8,49,1,0,0,0,"Netflix"
"2325",2020,"Citation",6.2,49,1,0,0,0,"Netflix"
"2326",2017,"Rock my Heart",6.5,49,1,0,0,0,"Netflix"
"2327",2014,"Silent",6.3,49,1,0,0,0,"Netflix"
"2328",2016,"Cristina",8,49,1,0,0,0,"Netflix"
